index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
17833,13-Feb-2023 11:58AM,http://twitter.com/ishaantharoor/statuses/1625177519983935504," @Will_Bunch: Please show me evidence of prominent ""free-speech"" warriors fighting against book bans as vociferously as they were in creating the environment that led to these books being banned. Otherwise, every single one of them should be categorically ignored going forward. ; Then they came for climate change A new front in the culture war as right-wingers in Kutztown, Pa., kill a plan for a middle-school reading of YA best-seller around climate The book-banning bullies are winning, until we start fighting back. My new column   /qjM7RGK1oS",@ishaantharoor,United States,English,95381.0,100,882.27,Negative,"YA best-seller,book,climate change,culture war,environment,evidence,free-speech,middle-school,new column,new front,plan,warriors",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning,bans,books,banned",10.0,"""1625177519983935504""","""44317593""",Twitter Web App,Ishaan Tharoor,http://www.twitter.com/ishaantharoor,"Foreign affairs columnist @WashingtonPost, anchor of Today’s WorldView column and newsletter. Dad. New Yorker. Victoria concordia crescit.",95381.0,4774.0,13-Feb-23,11:58 AM,"Washington, D.C.",,,83,1,,16,83,1,True, //twitter.com/Will_Bunch/statuses/1624864716685279234
17840,18-Jan-2023 12:14PM,http://twitter.com/The_Feminist_TM/statuses/1615759651164782604,@mrnateathon @StephenKing Does it matter? Not everything is allowed in the school library for good reason. Books like Lawn Boy were banned because they contain explicit descriptions of sex acts. Just bc the school decides something is inappropriate that does not make it automatically suitable for kids,@The_Feminist_TM,United States,English,6781.0,115,62.72,Negative,"everything,explicit descriptions,good reason,kids,matter,school library,sex acts",(book OR books) NEAR (ban OR banned OR banning OR ban,"Books,banned",8.0,"""1615759651164782604""","""1559742553221730304""",Twitter for iPhone,The Feminist™️🇺🇸,http://www.twitter.com/The_Feminist_TM,Chief Twat. The surest way to be wrong in politics is to believe that your side is always right.,6781.0,1150.0,18-Jan-23,12:14 PM,"Washington, D.C.","Washington, D.C.",4860.0,95,19,1.0,1,95,19,False,http://twitter.com/mrnateathon/statuses/1615758391292444674
17918,18-Apr-2023 01:07PM, //twitter.com/chrisgeidner/statuses/1648372809167519760,"In doing so, I found a VERY interesting side-story: Soon after Jonathan Mitchell joined that book-banning case in Llano County, an ""anonymous"" donor came on to the scene attempting to make the library look less bad. The ""anonymous"" donor, it turns out, was Jonathan Mitchell!   /f48xoJPngo",@chrisgeidner,United States,English,142946.0,91,1322.25,Positive,"VERY interesting side-story,book,donor,library look",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1648372809167519760""","""22891564""",TweetDeck,Chris “Subscribe to Law Dork!” Geidner, //twitter.com/chrisgeidner,"SCOTUS, law & politics at @lawdorknews / Also: @msnbc @boltsmag / lawdorknews@gmail.com / Sober. Queer. Bipolar. Buckeye. / He/him.",142946.0,7518.0,18-Apr-23,1:07 PM,"Washington, D.C.","Washington, D.C.",29893.0,65,2,24.0,24,65,2,True, //twitter.com/chrisgeidner/statuses/1648370081657765895
17923,11-Apr-2023 09:45AM,http://twitter.com/MUSTDIEmusic/statuses/1645785113136070657,THE WHOLE BANNING BOOKS THING HAS ME WANTING TO COMMIT CRIMES,@MUSTDIEmusic,United States,English,96972.0,109,896.99,Negative,CRIMES,(book OR books) NEAR (ban OR banned OR banning OR ban,"BANNING,BOOKS",9.0,"""1645785113136070657""","""23032965""",Twitter for iPhone,MUST DIE!,http://www.twitter.com/MUSTDIEmusic,FERAL FANTASY OUT NOW! jake.bernstein@teamwass.com mustdie@littleempiremusic.com EAT DIRT RAT KING,96972.0,1404.0,11-Apr-23,9:45 AM,Washington,Seattle,5833.0,96,7,6.0,6,96,7,True,
17930,28-Mar-2023 11:31AM,http://twitter.com/LizShuler/statuses/1640738411450363904,"Educators are the backbone of our public school systems. @rweingarten & @HoustonCVPE members Kourtney Revels, Allison Newport & Traci Latson made it clear: We must help our schools by providing support and REAL solutions, not book bans & divisive rhetoric. #1u   /foBoFb8y44",@LizShuler,United States,English,38154.0,90,352.92,Positive,"REAL solutions,backbone,book,divisive rhetoric,public school systems,support",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9.0,"""1640738411450363904""","""62343633""",Twitter Web App,Liz Shuler,http://www.twitter.com/LizShuler,President of the @AFLCIO. Oregonian. Home union @IBEW. Solidarity forever! she/her #1u,38154.0,1622.0,28-Mar-23,11:31 AM,"Washington, D.C.","Washington, D.C.",8401.0,50,15,23.0,25,50,15,True,
17938,27-Feb-2023 06:11PM,http://twitter.com/TheDemCoalition/statuses/1630344780344438786,"Republican lawmakers want to cut taxes for the rich, ban books from schools, and pass anti-abortion legislation 👇 #FightTheRight   /9jxGQ56VY4",@TheDemCoalition,United States,English,521869.0,84,4827.29,Neutral,"anti-abortion legislation,ban books,schools,taxes",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1630344780344438786""","""713839291210792960""",Sprout Social,Democratic Coalition,http://www.twitter.com/TheDemCoalition,We helped run #TheResistance against Trump and established the #ImpeachmentTaskForce. We campaign for Dems and have an aggressive online organizing program.,521869.0,33092.0,27-Feb-23,6:11 PM,"Washington, D.C.","Washington, D.C.",3091.0,47,6,28.0,31,47,6,True,
17978,12-Sep-2023 10:18AM,http://twitter.com/JudiciaryDems/statuses/1701601055749120367,WATCH: the Senate Judiciary Committee holds a full committee hearing on book bans and censorship.   /iT75AbZgz6,@JudiciaryDems,United States,English,80655.0,114,746.06,Neutral,"book,full committee",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1701601055749120367""","""818513652814843906""",Twitter Media Studio,Senate Judiciary Committee,http://www.twitter.com/JudiciaryDems,"News from the U.S. Senate Judiciary Committee, chaired by @SenatorDurbin, author of the Dream Act and Fair Sentencing Act, fighter for equal justice under law.",80655.0,300.0,12-Sep-23,10:18 AM,"Washington, D.C.","Washington, D.C.",5830.0,73,12,29.0,29,73,12,True,
18005,09-Jun-2023 01:52PM,http://twitter.com/LibraryPolicy/statuses/1667228103188291587," @ALALibrary: With this critical step forward, the Administration is taking concrete actions to address the rise in book bans & protect LGBTQIA+ Americans. You can take action now: thank President Biden & Education Secretary @SecCardona for standing against book bans:   /Xfww4RLsN4 ; The American Library Association applauds the Biden-Harris Administration’s steps announced today to address the rise in book bans and other attacks on LGBTQIA+ Americans. Read our full statement:   /bqXVIf4tSm. #UniteAgainstBookBans   /RJRvJAlzcS",@LibraryPolicy,United States,English,6945.0,86,64.24,Positive,"book bans,concrete actions,critical step,full statement,rise in book",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8.0,"""1667228103188291587""","""87229571""",Twitter Web App,ALA Public Policy & Advocacy,http://www.twitter.com/LibraryPolicy,Updates from the @ALALibrary Advocacy & Public Policy team in D.C. #LibrariesStrong #BuildLibraries #FundLibraries #eBooksForAll,6945.0,1756.0,9-Jun-23,1:52 PM,"Washington, D.C.","Washington, D.C.",5224.0,57,1,28.0,28,57,1,False, //twitter.com/ALALibrary/statuses/1666891117281832960
18007,02-Jun-2023 05:16PM, //twitter.com/thehill/statuses/1664742710111002627,"The poll shows 51 percent of Republicans oppose state lawmakers passing laws to ban certain books and remove them from classrooms and libraries, including 31 percent who said they strongly oppose it.   /VtOInbJtqD",@thehill,United States,English,4467184.0,92,41321.45,Negative,"certain books,classrooms and libraries,laws to ban,percent,poll",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1664742710111002627""","""1917731""",SocialFlow,The Hill, //twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4467184.0,332.0,2-Jun-23,5:16 PM,"Washington, D.C.","Washington, D.C.",17259.0,47,23,18.0,22,47,23,True,
18008,25-May-2023 06:46PM,http://twitter.com/KING5Seattle/statuses/1661866242590777344,"In Florida, there are no statewide bans on books. But, school districts can make their own rules. During the 2022 school year, 566 books were banned in the state.   /Ahj122dTWc",@KING5Seattle,United States,English,710509.0,101,6572.21,Negative,"books,school districts,statewide bans",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,books,banned",10.0,"""1661866242590777344""","""19430999""",SocialNewsDesk,KING 5 News,http://www.twitter.com/KING5Seattle,"News, weather, traffic & more for Seattle and across western Washington. NBC affiliate. Email newstips@king5.com",710509.0,7748.0,25-May-23,6:46 PM,Washington,Seattle,20352.0,40,48,13.0,13,40,48,True,
18010,23-May-2023 07:19PM, //twitter.com/EllieGabalus/statuses/1661149958886797313,If you support banning or burning books you belong in a zoo,@elliegabalus,United States,English,7833.0,104,72.46,Neutral,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7.0,"""1661149958886797313""","""2960911905""",Twitter for Android,Ellie ✨♥️🥂✡️🏳️‍⚧️🔆, //twitter.com/EllieGabalus,"LibSoc-adjacent Humanist. Labor, Land, and Liberty. ⚒🔰🌍🏴🚩. DSA🌹. Every Man a King👑, Every Girl a Girlboss👸, Every Enby an Emperor🗡. Richard Nixon Hater.",7833.0,6133.0,23-May-23,7:19 PM,Washington,,1325.0,85,9,10.0,10,85,9,False,
18016,11-May-2023 04:02PM,http://twitter.com/AmySwearer/statuses/1656751574012555297," @jaypgreene: I'd be awestruck by how brazen these lies and misrepresentations were, given how easily they're disproved...except that I work in gun policy and needing to debunk brazen lies and misrepresentations is par for the course. ; People have accepted without scrutiny @PENamerica's claim that 2,532 books were banned from schools last year, creating alarm about ""widespread censorship."" We bothered to check those school district libraries & found that the vast majority of these books remain available.🧵1/   /XpGNAGs6UA",@AmySwearer,United States,English,31346.0,97,289.95,Negative,"alarm,books,brazen lies,claim,course,gun policy,lies and misrepresentations,misrepresentations,school district libraries,schools,scrutiny,vast majority,widespread censorship",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",9.0,"""1656751574012555297""","""66811907""",Twitter Web App,Amy Swearer,http://www.twitter.com/AmySwearer,Senior Legal Fellow at @Heritage. All views and cat pictures are my own. I have a lot of problems that are hard to pronounce. Less hateable than you'd think.,31346.0,834.0,11-May-23,4:02 PM,"Washington, D.C.","Washington, D.C.",3342.0,75,5,17.0,17,75,5,True, //twitter.com/jaypgreene/statuses/1656664546986311681
18020,01-May-2023 10:54PM,http://twitter.com/drrachelrubin/statuses/1653231345999421440," @TheAtlantic: Dear @AmyWeissMeyer and @judyblume - I just found out you wrote in your article that Judy Blume is having recurring urinary tract infections. THIS IS UNACCEPTABLE - SHE IS A NATIONAL TREASURE. Alert her immediately that vaginal estrogen used twice weekly can save her life 1/2 ; For more than 50 years, Judy Blume has been a trusted guide to children trying to figure out who they are. @AmyWeissMeyer visited the author in Florida, where they discussed book bans, aging, and the continued resonance of Blume’s work.   /urA14dvxWf",@drrachelrubin,United States,English,17992.0,107,166.43,Negative,"Blume’s work,NATIONAL TREASURE,article,book,continued resonance,life,trusted guide,urinary tract infections,vaginal estrogen",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8.0,"""1653231345999421440""","""2507796164""",Twitter for iPhone,"Rachel S. Rubin, MD",http://www.twitter.com/drrachelrubin,"Board Certified Urologist. Fellowship Trained Sexual Medicine Specialist. Washington, DC. DC’s premiere clitorologist",17992.0,1781.0,1-May-23,10:54 PM,"Washington, D.C.","Washington, D.C.",19647.0,97,3,7.0,7,97,3,False, //twitter.com/TheAtlantic/statuses/1649556139439276037
18024,24-Apr-2023 06:00PM,http://twitter.com/RepTedLieu/statuses/1650620631812042754,"Happy #NationalLibraryWeek! Thank you to all the library workers who serve our community in LA County. As censorship and book bans continue to threaten our communities, it's essential that we support our nation's libraries and the freedom to read. 📚",@RepTedLieu,United States,English,183959.0,95,1701.62,Positive,"censorship and book bans,community,freedom,library workers,nation",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1650620631812042754""","""3044993235""",Twitter Web App,Rep. Ted Lieu,http://www.twitter.com/RepTedLieu,"Official Twitter account for the Office of Rep @TedLieu, serving #CA36 in the U.S. House of Representatives. Vice Chair of @HouseDemocrats.",183959.0,5607.0,24-Apr-23,6:00 PM,"Washington, D.C.",,2785.0,70,6,17.0,19,70,6,False,
18053,27-Jan-2023 12:36PM,http://twitter.com/NewsLitProject/statuses/1619026645247217665, @NewsLitProject: Former librarian @BrandyZadrozny with a shout-out to #Librarians in light of how difficult their jobs are now with books being banned: “I’m just so energized & so sad that this is happening & so proud of all of you.” #NewsLitCamp #NewsLiteracyWeek   /txX66bcS5l ; “Fidelity to the facts overrides everything else to me.” - @IAmAmnaNawaz of @NewsHour in discussing her approach to stories. Amna also stresses curiosity - being open to new info - while treating all answers with the same level of skepticism #NewsLitCamp #NewsLiteracyWeek   /uLkn2xF7n5,@NewsLitProject,United States,English,32656.0,97,302.07,Negative,"Former librarian,answers,approach,books,everything,jobs,light,open,same level,shout",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",9.0,"""1619026645247217665""","""365709722""",Twitter Web App,The News Literacy Project,http://www.twitter.com/NewsLitProject,We're a national education nonprofit offering nonpartisan programs that teach students & the public how to know what to believe in the digital age #NewsLiteracy,32656.0,4564.0,27-Jan-23,12:36 PM,"Washington, D.C.","Washington, D.C.",,79,1,,17,79,1,True, //twitter.com/NewsLitProject/statuses/1619023114305929216
18084,12-Sep-2023 10:00AM, //twitter.com/LibraryPolicy/statuses/1701596719488848197," @LibraryPolicy: STARTING NOW: Follow along here for the Senate Judiciary’s hearing on book bans, censorship, and intellectual freedom! Watch live and follow on Twitter for live analysis and updates:   /O9H6qfKahS   /Odkp9Qgxsy ; SOON: Join us at 10am Eastern for the Senate Judiciary's hearing on book bans and censorship! Follow along here as we live tweet the hearing, or watch the proceedings live:   /O9H6qfJCsk   /whGjE73Ai4",@librarypolicy,United States,English,7004.0,113,64.79,Neutral,"book,censorship,hearing,intellectual freedom,live analysis,proceedings,updates,watch live",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8.0,"""1701596719488848197""","""87229571""",,ALA Public Policy & Advocacy, //twitter.com/LibraryPolicy,Updates from the @ALALibrary Advocacy & Public Policy team in D.C. #LibrariesStrong #BuildLibraries #FundLibraries #eBooksForAll,7004.0,1739.0,12-Sep-23,10:00 AM,"Washington, D.C.","Washington, D.C.",11330.0,73,3,37.0,37,73,3,False, //twitter.com/LibraryPolicy/statuses/1701581646804246558
18111,12-Jun-2023 10:29PM,http://twitter.com/stevemur/statuses/1668445388016156674,@CNN What does that even mean? “Prohibit book bans.” Does that mean that a school board couldn’t say “We don’t want this Creationist Intelligent Design” book in our library in the science section? Does it mean hardcore porn literature cannot be banned from libraries? Curation…,@stevemur,United States,English,3346.0,112,30.95,Negative,"book bans,hardcore porn literature,libraries,school board,science section",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",7.0,"""1668445388016156674""","""14299276""",Twitter for iPhone,stevemur,http://www.twitter.com/stevemur,"entrepreneur, tech exec. politically independent, preference for data. stanford:mscs, harvard:mba, cmu:cs/math/biz. msft/expe/startups. today:   /y3Q0g7HJQt",3346.0,1212.0,12-Jun-23,10:29 PM,Washington,Seattle,3889.0,99,12,1.0,1,99,12,True,http://twitter.com/CNN/statuses/1668423211216691200
18112,12-Jun-2023 11:40AM,http://twitter.com/Ms5000Watts/statuses/1668282131716648969,"@OhSayLes Probably because those people don’t care about books being banned, aren’t people whose rights are being stripped away there or a woman who would be concerned about access to important healthcare if she wants to have a child",@Ms5000Watts,United States,English,77907.0,113,720.64,Negative,"access,books,child,rights,woman",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10.0,"""1668282131716648969""","""570056270""",Twitter for iPhone,Ms5000Watts,http://www.twitter.com/Ms5000Watts,Twitch Streamer | @ark8net Ambassador | Sponsored by @ScufGaming @KontrolFreek @ASTROGaming | Business Email - watts@ms5000watts.net @tkblingx2 is 💜💕,77907.0,2000.0,12-Jun-23,11:40 AM,Washington,Seattle,8176.0,102,11,0.0,0,102,11,False,http://twitter.com/OhSayLes/statuses/1668270093388636165
18115,30-May-2023 10:26PM,http://twitter.com/DanDeBrak/statuses/1663733637194436609," @JamesFLoveIV: We need every blue state to pass these, and refer to them as “Right to Read” Laws. It’s time for Dems to (correctly) take on the mantle of the “Party of Freedom”. ; Illinois set to become first state to end book bans   /eJqtFqqrCM",@DanDeBrak,United States,English,1449.0,90,13.4,Neutral,"book,mantle",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",6.0,"""1663733637194436609""","""1110062646""",Twitter for iPhone,Dan DeBrakeleer,http://www.twitter.com/DanDeBrak,"Advocacy comms professional. Tweeting my personal views about politics, DC life, video games & miscellaneous queer nonsense. Philly ➡️ DC. He/Him 🏳️‍🌈",1449.0,1980.0,30-May-23,10:26 PM,"Washington, D.C.","Washington, D.C.",1798.0,65,2,23.0,23,65,2,True, //twitter.com/JamesFLoveIV/statuses/1663527784826777600
18156,22-Mar-2023 10:58PM,http://twitter.com/PiperK/statuses/1638736901095014400,"The Republican party platform for 2024: 1. End vaccines and Medicare, 2. Let countries take over neighboring countries. Am I missing anything? Oh, guns galore but no abortion pills. Banning books.",@PiperK,United States,English,15413.0,95,142.57,Neutral,"books,guns,neighboring countries",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",8.0,"""1638736901095014400""","""20702508""",Twitter Web App,Karen Piper,http://www.twitter.com/PiperK,"Author of ""A Girl's Guide to Missiles."" ""A surreal and poignant coming of age on a secretive missile facility ...life in a town built for war."" --Booklist",15413.0,8013.0,22-Mar-23,10:58 PM,Washington,Seattle,1330.0,63,14,17.0,18,63,14,False,
18203,28-Sep-2023 01:58PM, //twitter.com/rkell/statuses/1707454793525129273,@SarahisCensored @Kaylan_TX No one believes a felony child abuser trying to ban books gives a damn about children. Enjoy being exposed and canceled.,@rkell,United States,English,1223.0,112,11.31,Negative,"books,children,felony child abuser",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",6.0,"""1707454793525129273""","""14731180""",,Ray Ven, //twitter.com/rkell,Blackberry farmer and slug rancher.,1223.0,2097.0,28-Sep-23,1:58 PM,Washington,,803.0,110,0,2.0,2,110,0,False, //twitter.com/SarahisCensored/statuses/1707446495522287893
18229,30-Jun-2023 11:23AM,http://twitter.com/DNCWarRoom/statuses/1674800710280523776,Nikki Haley supports Moms for Liberty’s push to ban books in schools across the country. Haley has embraced the group’s extreme anti-freedom agenda and supports a nationwide abortion ban as well as ending Social Security and Medicare as we know it.   /ORApseVrhC,@DNCWarRoom,United States,English,86967.0,80,804.44,Positive,"books in schools,country,extreme anti-freedom agenda,group,nationwide abortion ban",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1674800710280523776""","""4486093643""",TweetDeck Web App,DNC War Room,http://www.twitter.com/DNCWarRoom,Official Twitter Account for @TheDemocrats War Room.,86967.0,97.0,30-Jun-23,11:23 AM,"Washington, D.C.","Washington, D.C.",2112.0,42,6,30.0,32,42,6,False,
18249,23-May-2023 01:27PM,http://twitter.com/DKThomp/statuses/1661061337303203871," @DanEggenWPost: Squint, and you can see an interesting connection between some NIMBYism and some berserk anti-wokeism. Just as many book bans are the work of a tiny number of v loud legal objectors, many housing/energy projects are put in the freezer bc of a tiny, loud group. Super-vetocracy. ; An analysis of book challenges from across the nation shows the majority were filed by just 11 people   /vc3yvOgG8B",@DKThomp,United States,English,190854.0,103,1765.4,Negative,"analysis of book challenges,berserk anti,energy projects,freezer,interesting connection,loud group,loud legal objectors,majority,many housing,nation,tiny number,work",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1661061337303203871""","""37723353""",Twitter Web App,Derek Thompson,http://www.twitter.com/DKThomp,"Staff writer @TheAtlantic. Host of ""Plain English"" podcast @Ringer. Mondays on NPR's @hereandnow. Co-writing a book about progress.",190854.0,1687.0,23-May-23,1:27 PM,Washington,,48561.0,91,3,9.0,9,91,3,True, //twitter.com/DanEggenWPost/statuses/1661015993148411908
18281,01-Mar-2023 12:39AM,http://twitter.com/TheDemCoalition/statuses/1630804811250651136,"Republican lawmakers want to cut taxes for the rich, ban books from schools, and pass anti-abortion legislation 👇 #FightTheRight   /9jxGQ56VY4",@TheDemCoalition,United States,English,521857.0,87,4827.18,Neutral,"anti-abortion legislation,ban books,schools,taxes",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1630804811250651136""","""713839291210792960""",Sprout Social,Democratic Coalition,http://www.twitter.com/TheDemCoalition,We helped run #TheResistance against Trump and established the #ImpeachmentTaskForce. We campaign for Dems and have an aggressive online organizing program.,521857.0,33091.0,1-Mar-23,12:39 AM,"Washington, D.C.","Washington, D.C.",3496.0,58,4,24.0,25,58,4,True,
18347,01-Jun-2023 08:48PM, //twitter.com/Elden_Bird/statuses/1664433714238214146,@fox13 Good. About time they start banning books that indoctrinate children.,@elden_bird,United States,English,799.0,111,7.39,Neutral,"books,children",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",5.0,"""1664433714238214146""","""1464636643688783874""",Twitter for iPhone,Dr_Elden_Bird_esq, //twitter.com/Elden_Bird,If any old blue-check can call themselves a doctor than I can be a doctor/lawyer. Biden/Harris2024,799.0,858.0,1-Jun-23,8:48 PM,Washington,Spokane,1493.0,109,2,0.0,0,109,2,False, //twitter.com/fox13/statuses/1664403981542498305
18379,04-Apr-2023 10:26AM,http://twitter.com/JoshuaKarp/statuses/1643258635743805440,"Let’s ban Ron DeSantis’s book in Florida. It turns out DeSantis’s own book is full of subjects his *own law* bans — wokeism, gender identity, and LGBT issues (gasp!) So @FentriceForFL is giving Ron a taste of his own medicine.   /qKrMLRoSSS",@JoshuaKarp,United States,English,15302.0,87,141.54,Negative,"LGBT issues,book,gender identity,subjects,taste",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book",8.0,"""1643258635743805440""","""150544798""",Twitter for iPhone,Joshua Karp,http://www.twitter.com/JoshuaKarp,"Dad! Partner @LiftoffCrew. Communications + digital consultant. Progressive. Jew. #FlippedtheSenate with @Ossoff, alum of too many campaigns.",15302.0,7241.0,4-Apr-23,10:26 AM,Washington,,1056.0,62,1,23.0,24,62,1,False,
18391,12-Mar-2023 08:21AM,http://twitter.com/PamKeithFL/statuses/1634892275913203713,"GOP policies lead to racial division, attack on minorities, unconstitutional book bans, criminalizing women, train derailments, massive debt, bank collapses, polluting our air, exploiting children in dangerous jobs, child marriage &tax cuts for the wealthy. The GOP is just GROSS",@PamKeithFL,United States,English,152729.0,84,1412.74,Negative,"GOP policies,attack on minorities,bank,child marriage &tax cuts,children,dangerous jobs,massive debt,train derailments,unconstitutional book,women",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1634892275913203713""","""2966770391""",Twitter for iPhone,"Pam Keith, Esq.",http://www.twitter.com/PamKeithFL,"CEO of Center for Employment Justice LLC, 2020 Dem Cong. Nominee, ex-Navy JAG, litigator & expert on workplace law. BC Law Grad. AKA💚💗 (she/her)",152729.0,6972.0,12-Mar-23,8:21 AM,"Washington, D.C.","Washington, D.C.",1443.0,55,2,27.0,27,55,2,True,
18395,25-Feb-2023 12:34PM,http://twitter.com/CallForCongress/statuses/1629535364435279872,"@GOP You are literally banning books like the Nazis, you fucking clowns   /tSyqojoF6I",@CallForCongress,United States,English,18868.0,103,174.53,Negative,"books,fucking clowns",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",8.0,"""1629535364435279872""","""883159967162707969""",Twitter for iPhone,Jason Call *formerly* for Congress,http://www.twitter.com/CallForCongress,"Former candidate WA02, math teacher, bass player, unapologetic agitator (he/him) *Our interests are not their interests* Marianne ‘24",18868.0,3947.0,25-Feb-23,12:34 PM,Washington,Marysville,1296.0,95,0,8.0,8,95,0,True,http://twitter.com/GOP/statuses/1629531924246020102
18409,25-Jan-2023 09:02AM,http://twitter.com/PamKeithFL/statuses/1618247979596648449," @TheBrianHopkins: Merrick Garland allows all of this shit without a peep. ; DeSantis says Florida is the most free state in the union! Since when is banning books, limiting free speech, discouraging protests and eliminating history classes equate to freedom. Florida has become the US capital of oppression! 🛑 🛑 🛑🛑🛑",@PamKeithFL,United States,English,152952.0,95,1414.81,Negative,"books,discouraging protests,free speech,history classes,peep,union",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1618247979596648449""","""2966770391""",Twitter for iPhone,"Pam Keith, Esq.",http://www.twitter.com/PamKeithFL,"CEO of Center for Employment Justice LLC, 2020 Dem Cong. Nominee, ex-Navy JAG, litigator & expert on workplace law. BC Law Grad. AKA💚💗 (she/her)",152952.0,6910.0,25-Jan-23,9:02 AM,"Washington, D.C.","Washington, D.C.",,77,2,,16,77,2,True, //twitter.com/TheBrianHopkins/statuses/1618022809002987521
18433,10-Oct-2023 10:00AM,http://twitter.com/JudicialWatch/statuses/1711743392198373695,"Judicial Watch filed a lawsuit on behalf the Daily Caller News Foundation (DCNF) against the U.S. Department of Education (ED) for records regarding book bans, the organization Moms for Liberty, and Ron DeSantis. READ:   /vBXvzYV0M8",@JudicialWatch,United States,English,2096979.0,110,19397.06,Negative,"book,lawsuit on behalf,records",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1711743392198373695""","""18247062""",TweetDeck Web App,Judicial Watch ⚖️,http://www.twitter.com/JudicialWatch,"A conservative non-partisan educational foundation promoting transparency, accountability, & integrity in government. Follow us on FB & Instagram: judicialwatch",2096979.0,1733.0,10-Oct-23,10:00 AM,"Washington, D.C.","Washington, D.C.",11400.0,83,5,22.0,22,83,5,True,
18437,27-Sep-2023 08:31AM, //twitter.com/brianbeutler/statuses/1707010170637656251,".@theplumlinegs hit the road to red Virginia and found that opposition to book banning and trans-student harassment spans the ideological spectrum, while book banning and harassment are the province of the far right alone.   /CJbzndKwoX",@brianbeutler,United States,English,181810.0,110,1681.74,Negative,"book,harassment,ideological spectrum,opposition,province,road,trans-student harassment",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1707010170637656251""","""21696279""",,Brian Beutler, //twitter.com/brianbeutler,Off Message; Formerly: @crookedmedia @newrepublic @salon @tpm. BlueSky: @brianbeutler.bsky.social Instagram: babeutler   /CppHrb2Wb8,181810.0,986.0,27-Sep-23,8:31 AM,"Washington, D.C.","Washington, D.C.",13926.0,77,2,30.0,31,77,2,False,
18452,25-Jul-2023 04:41PM,http://twitter.com/politico/statuses/1683940577300344832,"""At a time when there are those who seek to ban books, bury history, we’re making it clear [...] While darkness and denialism can hide much, they erase nothing,” Biden said, appearing to reference Gov. Ron DeSantis with his remarks.   /zl96RokOUu   /DAJeye5DE6",@politico,United States,English,4610048.0,110,42642.94,Negative,"books,darkness,history",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1683940577300344832""","""9300262""",Twitter Web App,POLITICO,http://www.twitter.com/politico,Politics. Policy. Power. Congress nerds 👉 @politicongress Longreads and opinions 👉 @politicomag Got a news tip? 👉 http://politi.co/2LcOtt5,4610048.0,1202.0,25-Jul-23,4:41 PM,Washington,,32004.0,81,7,19.0,22,81,7,True,http://twitter.com/politico/statuses/1683898325563473920
